Product Name,Browser Title Text,Brands,Meta Keywords,Meta Description,Product Tags,Rewrite URL Slug,Full Description,Short Description,Product Code,Stock,Min Purchase Quantity,Max Purchase Quantity,Weight,Retail Price,Cost Price,Offer Price,Offer Expiry Date,Local/HTTP/FTP Path to File,Hits,YouTube Code,Vimeo Code,Daily Motion Code,Product Expiry,Date Added
Safari Pass - Zimbabwe,Safari Pass - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Safari's Vic Falls (Zimbabwe),Safari's Vic Falls (Zimbabwe),,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Seduli Hide,Seduli Hide,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Sundowner Cruise - Zimbabwe (Excl NP Fee),Sundowner Cruise - Zimbabwe (Excl NP Fee),,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Sundowner Cruise on Ra-Ikane (Excl NP Fees),Sundowner Cruise on Ra-Ikane (Excl NP Fees),,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Sundowner Cruise on Zambezi Royal (Excl NP Fee),Sundowner Cruise on Zambezi Royal (Excl NP Fee),,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Tour Director -  Full day ,Tour Director -  Full day ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Tour Director - half day ,Tour Director - half day ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Tour of the Falls -   Zimbabwe (Excl NP Fee),Tour of the Falls -   Zimbabwe (Excl NP Fee),,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Tour of the Falls -   Zimbabwe French Scheduled (Excl NP Fee),Tour of the Falls -   Zimbabwe French Scheduled (Excl NP Fee),,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
Tour of the Falls -   Zimbabwe Spanish Scheduled (Excl NP Fee),Tour of the Falls -   Zimbabwe Spanish Scheduled (Excl NP Fee),,,,,,,,,1,0,0,0,66,0,,0000-00-00,,0,,,,0000-00-00,28/09/2018
"Tour of the Falls - Lunar Rainbow - Zim, Excl Nat Parks Fees","Tour of the Falls - Lunar Rainbow - Zim, Excl Nat Parks Fees",,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
Tour of The Falls Zambia ex Zimbabwe,Tour of The Falls Zambia ex Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Tour Packages ,Tour Packages ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Transfer between Hotels - Day - Zimbabwe (06.00 - 17.00),Transfer between Hotels - Day - Zimbabwe (06.00 - 17.00),,,,,,,,,1,0,0,0,66,0,,0000-00-00,,0,,,,0000-00-00,28/09/2018
Transfer between Hotels - Night - Zimbabwe (17.00 - 22.00),Transfer between Hotels - Night - Zimbabwe (17.00 - 22.00),,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Airport to Chobe Game Lodge,VF Airport to Chobe Game Lodge,,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Airport to Chobe Marina,VF Airport to Chobe Marina,,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Airport to Chobe Safari Lodge,VF Airport to Chobe Safari Lodge,"Chobe Activities, Croc Farm, Victoria Falls Activities",Chobe,Chobe,"Chobe, Zimbabwe, Tourist, Leave, Victoria, Falls, Travelling, Through, Zambezi, National, Parkto, Kazungula, Drive, Vehicle, Ready, Cruise, Arranged",,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,1,1,0,0,0,0,0,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Airport to David Liv Lodge,VF Airport to David Liv Lodge,,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Airport to Elephant Valley,VF Airport to Elephant Valley,,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Airport to Kasane Airport,VF Airport to Kasane Airport,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Airport to Kasane Town,VF Airport to Kasane Town,,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
VF Airport to L/stone Lodges,VF Airport to L/stone Lodges,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Airport to L/stone Town,VF Airport to L/stone Town,,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
VF Airport to Mowana Lodge,VF Airport to Mowana Lodge,,,,,,,,,1,0,0,0,66,0,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Airport to RLH & Avani Hotels ,VF Airport to RLH & Avani Hotels ,,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Airport to Town/Hotels,VF Airport to Town/Hotels,"Chobe Activities, Croc Farm, Victoria Falls Activities",Chobe,Chobe,"Chobe, Zimbabwe, Tourist, Leave, Victoria, Falls, Travelling, Through, Zambezi, National, Parkto, Kazungula, Drive, Vehicle, Ready, Cruise, Arranged",,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,1,1,0,0,0,0,0,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Border to Vic Falls Town,VF Border to Vic Falls Town,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Border to Vic Falls Town,VF Border to Vic Falls Town,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to Chobe Game Lodge,VF Town to Chobe Game Lodge,"Chobe Activities, Croc Farm, Victoria Falls Activities",Chobe,Chobe,"Chobe, Zimbabwe, Tourist, Leave, Victoria, Falls, Travelling, Through, Zambezi, National, Parkto, Kazungula, Drive, Vehicle, Ready, Cruise, Arranged",,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,1,1,0,0,0,0,0,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to Chobe Marina,VF Town to Chobe Marina,,,,,,,,,1,0,0,0,66,0,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to Chobe Safari Lodge,VF Town to Chobe Safari Lodge,,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to David L/stone  Lodge,VF Town to David L/stone  Lodge,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to Elephant Valley,VF Town to Elephant Valley,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to Hwange Safari Lodge,VF Town to Hwange Safari Lodge,,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to Hwange Safari Lodge - Pvt,VF Town to Hwange Safari Lodge - Pvt,,,,,,,,,1,0,0,0,66,0,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to Kasane Airport,VF Town to Kasane Airport,,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
VF Town to Kasane Town,VF Town to Kasane Town,,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to Kazungula,VF Town to Kazungula,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to L/stone Airport,VF Town to L/stone Airport,,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to L/stone Lodges,VF Town to L/stone Lodges,,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
VF Town to L/stone Town,VF Town to L/stone Town,,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to Matetsi / Zambezi Sands/ Mpala Jenna,VF Town to Matetsi / Zambezi Sands/ Mpala Jenna,,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
VF Town to Matetsi / Zambezi Sands/ Mpala Jenna- Pvt,VF Town to Matetsi / Zambezi Sands/ Mpala Jenna- Pvt,,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
VF Town to Mowana Lodge,VF Town to Mowana Lodge,,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
VF Town to RLH & Avani Hotels,VF Town to RLH & Avani Hotels,"Chobe Activities, Croc Farm, Victoria Falls Activities",Chobe,Chobe,"Chobe, Zimbabwe, Tourist, Leave, Victoria, Falls, Travelling, Through, Zambezi, National, Parkto, Kazungula, Drive, Vehicle, Ready, Cruise, Arranged",,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,1,1,0,0,0,0,0,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Vic Falls  Airport to L/stone Airport,Vic Falls  Airport to L/stone Airport,"Chobe Activities, Croc Farm, Victoria Falls Activities",Chobe,Chobe,"Chobe, Zimbabwe, Tourist, Leave, Victoria, Falls, Travelling, Through, Zambezi, National, Parkto, Kazungula, Drive, Vehicle, Ready, Cruise, Arranged",,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,1,1,0,0,0,0,0,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Vic Falls  Airport to Matetsi / Zambezi Sands/ Mpala Jenna- Pvt,Vic Falls  Airport to Matetsi / Zambezi Sands/ Mpala Jenna- Pvt,,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
Vic Falls Airport to Hwange Safari Lodge - Pvt,Vic Falls Airport to Hwange Safari Lodge - Pvt,,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Vic Falls Airport to Matets / Zambezi Sands/ Mpala Jenna,Vic Falls Airport to Matets / Zambezi Sands/ Mpala Jenna,,,,,,,,,1,0,0,0,66,0,,0000-00-00,,0,,,,0000-00-00,28/09/2018
"Vic Falls Canopy Tour, Gorge Swing & Adventure Slides","Vic Falls Canopy Tour, Gorge Swing & Adventure Slides",,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Vic Falls Classic - TOF + Lunch at the Lookout Cafe,Vic Falls Classic - TOF + Lunch at the Lookout Cafe,"Chobe Activities, Croc Farm, Victoria Falls Activities",Chobe,Chobe,"Chobe, Zimbabwe, Tourist, Leave, Victoria, Falls, Travelling, Through, Zambezi, National, Parkto, Kazungula, Drive, Vehicle, Ready, Cruise, Arranged",,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,Chobe Day Trip from Zimbabwe is a must do for any tourist in the area. A bus will leave Victoria Falls at 08:00 travelling through the Zambezi National Parkto Kazungula Border. You will be put on a game drive vehicle ready to take you to the Chobe National Park for 3 hours. A boat cruise is arranged for the afternoon.,1,1,0,0,0,0,0,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Vic Falls Classic - TOF + Lunch at the Lookout Cafe,Vic Falls Classic - TOF + Lunch at the Lookout Cafe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Village Tour - Meet the People (2&½ Hours) - Zimbabwe,Village Tour - Meet the People (2&½ Hours) - Zimbabwe,,,,"Comfortable, Periodic, Visits, Elephants, Hwange, National",,"[img]http://www.example.com/picture.png[/img]Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.","Stay at the most comfortable of all in Hwange.Excellent cuisine, and periodic visits from the Elephants from the Hwange National Park.",,1,0,0,0,288,100,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Wild Horizons Elephant Sanctuary (Victoria Falls),Wild Horizons Elephant Sanctuary (Victoria Falls),,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Wildlife Conservation & Awareness Safari,Wildlife Conservation & Awareness Safari,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
"Zambezi Classic - TOF, Lunch at the Lookout, SDC","Zambezi Classic - TOF, Lunch at the Lookout, SDC",,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
"Zambezi Classic - TOF, Lunch at the Lookout, SDC","Zambezi Classic - TOF, Lunch at the Lookout, SDC",,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Zambezi Nature Sanctuary (Croc Farm) - Zimbabwe,Zambezi Nature Sanctuary (Croc Farm) - Zimbabwe,,,,,,,An unforgettable experience that gives you a perfect understanding of local cultures and foods. You will meet and interact with very sociable and welcoming locals displaying all their wares.,,1,0,0,0,22,12,,0000-00-00,,0,,,,0000-00-00,28/09/2018
Zip Line - Zimbabwe,Zip Line - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Zipline-Tandem - Zimbabwe,Zipline-Tandem - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
